,user,movie,rate
1495182,638480,508,4
942480,152289,4537,3
1673876,330824,2934,5
1574880,124600,22058,4
572113,377555,8342,4
996812,428697,19558,4
1519740,432578,3849,3
481591,115479,19584,3
1593446,653424,625,3
1159457,563271,10391,4
516136,346302,2689,4
1394836,345557,16643,3
1113581,563212,258,4
1243037,301878,8073,4
1409554,200389,5764,5
1567439,639487,3344,4
659798,336603,4585,4
551626,366148,1229,4
642265,373089,11586,4
1451094,242286,22797,4
722067,438091,3454,5
1594592,281854,2914,4
1474716,618456,15745,4
1738382,492975,195,4
178192,41088,5633,3
1076,1076,89,4
125617,27728,10802,4
650682,411206,20600,4
1282504,494047,23099,4
1631273,358807,40,4
1222257,279090,19342,4
200894,126032,190,3
580799,382463,255,4
916278,478945,16811,4
309991,208120,13167,4
494867,273102,5195,3
1667434,212492,5467,3
1287299,253085,1511,3
443026,301167,213,5
1741231,519913,425,3
513961,345017,8567,5
1485274,202839,1207,5
1178776,576651,2829,5
893746,500437,559,5
802637,179169,9,5
753970,331601,6956,4
1456823,387992,10949,2
1211214,278056,3637,3
642597,408127,338,4
1235454,463517,16646,3
1078182,226135,63,4
790875,463857,1899,5
196208,122488,5064,3
842351,482504,8401,4
89121,43455,553,4
1749205,383397,364,5
1147740,63934,6272,4
932762,62127,9208,4
446023,227937,16048,4
1301443,129734,60,4
187766,36474,2967,3
88732,24285,9,4
917853,15403,19162,2
267725,176636,326,4
522591,349936,111,3
1076156,237547,18381,4
135378,68350,10716,3
396826,270206,20912,4
1341775,396516,26061,3
534198,356543,1172,4
459974,202257,741,4
588091,276450,14568,4
1307896,261050,2036,4
1214143,290431,1079,3
1732254,509813,4267,2
551805,366249,23400,3
1722046,401197,508,4
1730344,304162,8750,3
1564565,69371,1597,3
827922,70041,10908,4
1650529,575716,6253,4
789376,312846,553,5
32204,27428,1685,4
1556904,648118,166,4
1018931,539146,390,5
1140924,296173,621,4
1791811,482719,2866,4
657031,310141,1577,3
1743400,204068,13302,2
914925,227816,2345,5
1079293,539146,447,4
246589,160649,20151,3
522733,350003,1394,3
1558809,483490,7212,3
143579,82123,20523,4
1785258,59063,16621,4
1684827,20842,1967,4
407182,240731,13085,4
1512538,466777,3312,3
863739,490042,83,3
122350,71785,9567,5
1171514,301503,334,3
637102,166309,1207,4
700035,133530,12350,4
1014204,537870,1158,3
620621,385020,338,4
703846,5272,8617,3
1793397,451099,1032,3
1552389,455862,16383,3
1543902,448179,538,4
536970,358078,226,4
414611,234089,10318,3
1458702,366190,24967,3
180842,110705,11819,4
661447,201317,7287,4
1206590,292258,2323,5
1089252,387423,49,5
984478,503280,22959,4
1014391,537932,20045,3
155495,91275,4365,2
580159,382095,758,5
403981,275080,12244,3
1278814,420351,17580,3
445767,46107,8641,4
1144702,569590,1863,4
353997,240198,12607,3
1668668,48326,675,4
942368,516287,149,4
642806,408199,213,4
790573,463735,1047,4
1296272,601130,590,5
489275,330309,8217,3
274163,181500,8551,3
452883,64237,1228,2
553712,367311,771,3
1560063,48298,285,4
327260,220817,13808,4
814130,17075,2148,3
719013,436929,473,5
913738,251885,17169,5
439683,55266,24088,3
533706,29239,57,4
1485996,73191,277,4
1342880,302551,11127,3
900600,304403,620,4
907537,16416,1551,4
1715100,669384,101,5
928360,382368,12189,4
1184500,577837,4624,4
1297951,601461,1287,2
1400715,603554,26260,3
1144654,371661,13924,4
622606,381019,21355,4
666639,215673,11079,4
1364506,374710,14864,4
742648,302635,21445,4
1277870,597315,1893,3
710698,433742,17377,4
1105985,561713,22315,4
813530,43633,8640,4
1483536,29821,21874,4
1765877,237655,1371,3
1555565,316580,296,4
962504,142433,10815,3
591987,38854,222,4
1633555,463476,4977,4
1071994,541645,171,3
322568,217404,3862,4
1529515,590132,7850,2
1172097,56699,4104,4
512973,344403,895,4
1787202,512177,13659,4
1722837,86565,81,4
574583,291057,11825,4
1495001,544737,210,5
379332,62,224,3
298515,199652,318,4
730827,315367,5264,2
1183319,93114,11233,4
1399337,501515,172,4
920403,118553,313,3
147379,85062,14203,3
511388,343497,13521,4
1516961,24300,101,3
1144566,417153,1671,4
801986,173852,546,3
546413,75392,18056,3
274103,18872,4532,3
1322226,606491,5339,5
591773,616,101,3
918406,34216,1551,4
1632506,514956,14411,3
271076,133145,255,3
922411,272902,18924,4
1273166,53627,22689,4
28728,24051,757,5
1069897,79293,156,4
378751,257646,551,3
95224,30950,13223,3
730141,216797,3355,4
1328587,367339,21019,3
261874,172217,18877,4
24776,20211,9921,3
1279297,597600,915,3
301261,201695,21437,5
473832,39344,7873,4
855681,71777,1165,3
1350699,224201,1224,4
1043958,249746,4185,4
895993,501199,7472,4
976993,90475,24536,5
1319930,187476,493,3
941468,350116,17800,4
1562370,648968,3904,4
1587048,298158,8232,3
1138785,134348,413,4
400790,195370,16486,4
108201,43714,15299,3
1383888,618612,159,4
1353884,136199,17101,3
235766,152451,4912,3
441514,300172,12102,5
697081,364307,17558,5
1666336,200390,198,4
519360,348119,2610,3
1243635,443907,20285,4
912482,306702,7957,4
1397181,129740,105,3
1536681,331820,2345,4
303450,203343,1597,4
420084,19654,6036,3
632986,258900,709,5
913687,270365,144,4
234905,151804,13634,4
367908,250011,285,5
956633,182076,1229,3
345763,234223,1178,4
1447907,168072,9686,5
1706382,668254,485,4
556523,323442,5922,3
378872,257735,1965,3
772212,19740,12672,4
592070,352862,213,4
337872,228499,6949,4
1312730,604513,13625,4
1702682,667773,2106,4
1541911,157561,1025,4
172387,104240,17314,3
1551408,347397,9758,5
1530746,526784,2164,4
179312,51460,3349,4
1608449,458825,1671,4
240974,89785,23330,4
1558339,624629,16660,3
1732666,405685,63,5
1506678,277054,163,5
1226180,447509,306,4
31058,26316,2920,4
603210,393433,18032,4
1076921,47794,1314,4
42566,37381,11086,4
1207776,6808,5199,3
926768,226269,21187,4
1747954,382373,323,4
1463122,108443,258,4
1639731,549844,1844,4
1135832,567709,373,3
976589,63500,16767,2
1206276,267817,618,4
1677424,422627,595,4
503096,35308,5610,5
1316220,273085,2345,5
1391569,455031,63,3
262671,172812,9509,4
284629,189351,12740,3
1693444,666568,8929,3
77396,68716,620,2
1192135,155894,1385,3
1359360,120467,373,5
1712111,624490,17699,4
720568,266507,448,4
300455,201087,71,4
438870,298482,21450,2
1380151,568320,622,4
1547876,176475,1034,3
1179765,382833,3127,4
1037488,544236,581,3
1186669,525848,6594,4
428906,224449,1355,3
1140245,471991,13715,5
1435292,628215,1207,5
924136,444583,197,4
1609268,645563,12318,3
644124,408705,14003,3
905944,504529,98,4
649647,158609,3665,5
216584,137926,5386,3
1525216,447176,10388,5
1352344,612579,1083,5
941875,261412,6924,5
965690,523592,21994,4
1148693,73517,18049,3
216942,138197,16556,4
485353,327917,89,4
1334955,609111,7905,4
150276,41670,7917,5
259107,170136,20155,3
148645,49897,17559,4
115377,50430,17407,4
1433877,111869,2432,3
1246780,591009,12013,3
260555,171229,605,4
498203,272591,1316,5
510540,276736,268,4
348605,11816,2169,2
1622363,459034,826,4
888499,453444,63,3
417983,221850,10426,2
1291187,600100,1042,3
276928,183597,605,4
943882,190324,4542,3
211438,134041,899,2
726280,115579,198,4
225722,144889,18450,4
819787,33527,19089,3
1665433,117836,11634,5
1039392,282459,23942,4
905291,504302,931,5
1384369,618709,12645,3
492054,258038,145,4
600733,392450,8909,3
160754,95290,1498,3
1258843,422283,7104,4
1053850,214565,815,3
1561107,270542,172,3
1387227,113977,172,4
32737,27945,122,3
651002,389635,49,5
1258362,123324,21424,4
805122,53041,11002,3
902044,503243,23835,3
748571,148249,12131,2
1273915,596482,44,4
964315,273172,7632,5
1145882,252419,24,4
287695,191654,1425,4
1712550,101307,105,4
666111,416958,8779,4
1058392,549876,129,5
1313081,454891,9440,3
1486919,358350,13994,3
332862,224873,1221,4
1583943,63133,19687,3
1338984,609907,18164,3
290440,193691,8440,4
846281,68736,473,4
1176397,44379,44,3
1384567,618736,163,5
1706041,668221,1307,3
639494,406992,723,4
588383,358768,231,4
313381,60701,4444,5
30310,25590,1207,3
1652294,661084,190,4
643978,131355,2600,3
38915,33915,2226,4
1158012,572328,1594,4
1104309,554904,5893,4
1748691,27258,258,5
602888,370728,538,4
1010303,450523,20415,5
999834,533784,19722,3
780630,147951,2793,4
873222,493374,6855,3
469221,317857,13197,3
1161183,573003,1551,5
609457,395752,7035,5
1695975,225825,480,4
1247491,173811,5896,4
1398264,100923,99,4
885217,23728,9148,4
872593,493163,10191,4
1156296,571962,12282,3
443549,301504,198,4
1165998,228858,14074,3
1488935,199309,25317,4
742709,266917,10497,4
315949,212507,23942,4
639951,407145,2603,4
699742,405072,6056,4
433786,295126,213,4
1546590,296184,7611,3
1729362,626853,313,4
95222,30948,3941,5
438508,298250,9384,3
635134,405259,7047,2
1744899,336117,845,3
1507428,492712,6095,4
296955,198521,19370,4
253349,165798,144,5
554413,367686,10949,5
325778,21928,49,5
1578568,548786,699,3
547507,24012,560,4
43753,8535,9781,4
177908,108509,198,4
673931,65973,17227,3
1531627,432282,2740,5
702224,378429,1316,4
1791823,396050,2991,4
679889,247451,221,5
1542360,106977,18619,2
559376,261256,3263,4
1761561,675425,3455,4
1762671,58062,1691,3
981729,315474,766,3
425531,289675,2967,2
1362262,371394,25706,3
475354,321746,20351,3
268132,176943,1313,4
1276926,190008,99,4
497236,335129,2148,4
799339,91049,6130,4
874831,36936,13794,3
1540859,309896,9247,4
1517532,5985,21557,4
1629914,12656,190,4
955688,96590,4416,5
541243,360427,1229,4
1497545,218906,2269,4
118925,53734,306,3
871910,492920,3333,4
1044415,438323,10141,3
723042,353351,12284,3
1533411,446841,1986,2
691990,245789,413,4
1563962,402206,369,4
32601,27812,306,4
1767537,348370,20348,4
278859,185037,159,4
849757,485095,14393,4
473474,32617,7100,4
1379144,450015,1316,5
1737136,672253,732,3
1761407,157287,11534,4
311702,209341,4851,4
131940,65345,675,5
1669158,138491,198,4
1120019,215555,8,4
744833,207583,10899,4
921515,509587,504,3
347681,235629,97,4
555281,368175,17700,4
674008,419919,10453,3
560532,371089,22216,4
518351,247979,26531,4
1593751,239073,10178,3
443575,301522,235,4
876106,494360,2707,4
975854,382228,222,4
506983,340938,285,5
456883,310039,201,4
900102,464108,97,5
1476672,635457,1426,3
1651041,126264,1001,4
255950,167753,1875,3
307347,163833,17041,3
1464267,633316,12016,4
1050352,491026,6825,4
870149,134154,197,5
1633548,459445,49,4
129747,63469,4677,5
668229,417772,16050,4
256081,167850,6529,5
1008855,464117,83,3
303129,203106,14561,4
648160,410222,16112,3
711208,375877,1671,4
441829,300378,21744,4
1155859,81239,215,5
1083231,556884,3906,4
953139,317887,1172,3
573260,378218,4586,4
1070207,520067,10343,3
901209,212102,4109,3
1396779,17177,1001,4
770350,420659,10616,4
310140,208222,13131,4
1269809,32911,22206,3
1729539,527213,10513,5
1106018,552442,17395,3
1496722,36842,156,5
678165,68846,8834,3
241682,156925,9,3
648231,410249,2181,4
80574,35664,14398,3
830731,309520,4775,5
780610,460011,12238,3
666870,417260,3094,4
402946,28097,25256,4
1377801,109701,7271,4
20081,15604,480,4
1586388,122446,5816,4
888550,76626,12699,3
1462059,134668,508,5
56735,50568,1637,4
938670,515117,7527,4
639134,356648,14746,5
1741665,220198,11928,3
1774746,144405,18965,4
1712001,504566,12341,4
1122624,565044,20075,3
642255,377857,156,4
406938,277111,25314,4
1390272,266004,21416,2
75751,67334,12316,4
413224,281405,20691,4
1617030,388143,2113,5
655834,413079,59,4
1146201,241434,12144,2
1122535,341213,20333,3
968538,181451,5967,3
848315,449699,11724,4
693190,427098,6708,4
421439,286893,14088,4
1295158,564403,7056,3
917549,77220,485,3
491480,212408,109,3
1431886,606931,24428,2
1582431,335875,10208,3
1058242,45024,1001,4
173573,28184,4652,4
1147008,227602,213,4
126730,73570,156,4
1516273,252349,99,5
391700,175885,1619,5
1050157,37816,12136,3
1341776,290652,26262,4
1765081,33324,515,3
656643,9683,511,3
605142,93878,21805,3
698198,385440,322,3
819594,37426,10578,4
501637,337750,1698,4
935252,224441,11619,4
725100,218718,14969,4
820918,474823,76,4
1016474,131712,17048,3
222038,142080,17253,5
1776520,86357,26400,3
1484597,78900,1207,5
1611925,215309,57,5
960055,157900,19666,3
21760,17254,6613,4
1084174,169937,21015,3
1777121,521097,522,3
1529141,191733,20558,4
1370366,616034,157,4
1204056,279397,9557,3
947088,150779,10141,5
439,439,213,4
675024,306079,24749,4
1498563,356510,18694,3
1140570,99067,18287,3
1561590,639239,7684,4
691934,426605,1183,5
582587,313612,15414,4
1576332,193802,199,4
1512817,367990,17194,4
772968,457134,17764,3
283656,111903,667,3
534430,319311,15261,3
307738,157811,1095,3
1351548,147873,7166,4
1644645,82460,23645,4
215123,136836,413,4
1460450,632648,258,4
670250,183684,2197,4
1042847,503762,1052,3
838531,189211,611,4
570435,345268,1060,4
1554106,633007,18771,3
1590079,16646,18011,4
176326,107285,3527,3
1162310,126467,5760,5
865368,174399,24455,3
172695,104471,21402,4
816799,258512,101,5
266569,175768,536,3
1124466,565386,26444,3
384055,261349,6244,4
1268488,446607,6645,4
378504,185068,7924,3
551443,366048,18131,4
631781,404018,105,3
1789220,125294,37,4
763958,124480,5737,3
64738,57816,98,4
1564050,641815,4354,3
116515,51466,264,4
1411286,594355,18580,3
1566947,538535,11008,4
436649,250901,24266,3
241203,156588,258,4
1088853,545365,8454,3
942409,137101,1413,3
1036322,543934,156,3
1419807,625336,13552,2
724023,175774,1487,4
1451160,620573,190,5
962787,184095,760,4
368563,250501,536,3
1185326,55722,17080,4
209776,132776,919,4
73520,65424,15591,4
643920,48328,1597,3
24580,20019,9852,3
135718,77170,4025,4
674604,420142,635,3
1244171,270464,16864,3
1233369,336789,16678,3
1040546,545035,6777,4
800882,217423,19046,2
1211425,29220,9889,4
1308782,571851,4865,4
854092,59721,15955,4
1518470,642226,302,4
1118233,117433,12016,4
1145942,569834,1152,3
697929,378388,2863,3
252703,165296,726,3
1516390,408570,285,4
1604973,336097,13280,4
1612972,194737,5149,5
839089,446248,16604,3
1563071,360260,39,3
1412096,541040,21,4
1059590,387316,13551,3
1287281,330457,2937,4
984283,199973,7100,4
621246,199325,4053,4
788927,463117,277,4
473453,254749,2373,3
1118078,283536,23701,4
1351423,235712,57,4
1541261,159153,81,5
1213090,44269,367,5
1482608,610345,9,5
1553221,406280,2762,3
1271273,291112,24530,4
1698600,427627,16464,4
1199480,506408,19441,3
1556404,249905,900,4
863520,349487,723,4
663165,209909,256,4
1492105,504690,18750,4
1343959,111782,9456,4
302387,202527,2047,3
1218443,371822,5081,3
1181747,142554,1723,3
1156466,296194,24677,4
107150,42746,9231,3
974269,275323,321,4
1467993,87193,18613,5
41543,36424,14594,4
1493274,524398,4106,4
516171,346323,213,4
462443,187403,8729,4
878047,38413,2093,3
448417,236675,6768,3
261313,171800,5005,4
476482,322464,22220,4
585553,385139,5419,1
318596,214490,16337,3
675463,134548,4093,4
278538,184796,343,5
257563,93842,17357,4
654254,409414,1325,4
99848,35637,621,4
367800,249947,226,4
244509,159082,498,4
661473,415157,343,5
847613,484343,10305,3
1626757,522896,1551,3
1009533,517573,12586,4
145544,30687,21,3
390964,187433,2330,4
1161763,573118,10606,4
690047,425942,24787,4
424497,288983,2592,4
1161545,454635,15860,4
670774,263776,8801,3
1144975,71238,22259,4
781502,326599,1180,4
1734361,312658,190,4
666080,379948,11443,4
716693,406498,7960,5
1349691,323311,63,4
135861,68775,101,5
1427793,626804,2675,3
517653,291337,3896,4
1738953,13762,10,4
1742274,173871,7961,4
764822,454108,172,4
275635,182613,8105,4
398595,271417,19249,4
357567,242709,6748,3
53978,48037,14201,4
1549578,240834,49,5
294174,196461,18368,4
338484,228935,397,3
1158503,543617,14057,4
213513,135600,15028,2
1089536,195279,21997,4
870116,184290,9960,4
993222,503391,5291,3
1661631,502963,413,3
1654299,661342,277,4
506721,283170,163,3
146556,40736,112,3
410745,279752,105,3
208605,131897,6604,5
1337732,224708,65,4
240270,155860,49,5
1541886,606723,19449,3
986025,466069,675,4
297882,199205,144,4
1444518,103883,250,4
361232,177278,8178,3
71361,63563,9454,3
1409583,64317,195,4
869250,26576,213,5
1624896,642827,11557,3
1428883,37333,18185,4
1623649,156976,25968,3
823525,475748,23116,5
1251437,286654,196,4
386901,263350,11355,4
1309788,603877,203,3
137815,20763,2948,4
734710,386687,15368,3
179235,49909,1350,3
1052751,205643,8227,4
186694,84266,4940,4
1385482,140791,2671,2
1216730,584567,59,4
1087549,343283,22677,4
1353736,379310,196,4
534130,249838,12759,4
942569,329265,2936,4
1537818,137658,3718,4
1702396,64860,23401,3
983547,529053,369,5
766383,454687,11095,4
1095510,153742,20492,3
87884,23414,9487,4
742204,445653,4507,4
977858,73360,480,3
618386,350317,6072,3
696575,382226,11758,2
995159,507463,9870,4
197271,123298,5867,4
917848,184471,21157,4
1514438,511000,258,5
1558471,360090,193,3
369057,36940,50,4
1389740,74296,6360,3
926851,511338,25287,3
1680795,311573,551,3
36171,31259,11391,4
126973,61030,180,4
803799,468564,12103,4
905397,464837,18409,4
146777,84596,2099,4
1089879,558442,11903,3
495990,334404,226,4
1525137,349514,144,4
912435,506674,315,4
882982,191554,884,2
1649881,630088,11269,4
1431720,1443,13541,4
747719,70244,10899,5
792344,464400,322,5
1312248,348857,226,5
787008,241310,222,5
1638697,618703,12089,3
682525,191059,17084,3
95038,30803,71,1
1744937,624660,21453,3
1754306,674486,7485,3
447595,304125,23015,3
1561040,506583,473,3
1548202,550804,803,3
1545827,309071,11407,4
896674,56654,224,3
792612,147984,536,4
355690,241400,5621,3
215595,46576,213,5
1734658,662349,16050,3
823530,158238,4477,4
106560,12671,2078,4
916018,507825,1048,2
4534,60,59,4
854097,268964,925,3
1537479,175410,1307,3
532942,355849,15172,4
1542654,645900,4401,4
659725,414542,357,5
103579,39295,12827,2
436885,297169,8694,2
1129775,507206,22387,4
286394,190678,2033,4
50769,45057,16419,3
1301091,269718,285,5
1218581,584947,1844,3
1781359,90686,97,5
672466,419336,17258,3
354111,240279,15788,3
711002,433871,17633,3
1465524,633536,11263,4
656024,389997,819,4
1134997,370906,13533,3
187859,116113,21455,4
169275,101899,11750,4
165954,99331,8070,4
1121294,81925,5039,5
197722,123639,1207,4
1750818,674028,21961,3
429638,232570,163,4
1778839,68739,2284,5
693889,427365,473,3
642876,408224,16225,4
1417727,141352,1893,3
1582608,39048,590,5
9389,4915,3230,4
1178439,455838,21951,3
1794647,10899,6027,4
104247,57132,7700,4
459986,14546,258,5
106188,58915,8060,5
1793324,412281,3689,2
891442,499662,14687,3
475372,270432,9374,5
293053,195606,399,3
1141885,342711,101,4
1476590,298143,23700,4
297086,119840,11825,4
853266,110869,24251,3
144863,45768,1597,4
286036,190407,15846,5
947093,120810,315,3
307969,206635,14922,4
1441362,30791,12772,3
1099620,128239,222,4
962204,494567,609,5
140357,79616,20840,5
1513923,105544,1001,5
1604126,135680,25375,4
629900,270911,14005,4
1745765,477974,6212,2
183183,112525,2787,2
426040,290011,511,3
21037,16547,8571,5
509996,278947,9,4
1648627,321194,9,4
231003,148864,15502,4
2649,2649,536,4
499629,178033,1653,4
1694563,162877,17325,3
1502696,99359,18332,3
1343719,588941,20977,3
1050127,145073,359,4
479953,189258,891,4
320569,215934,242,5
1018063,497403,343,5
597100,391060,13952,4
841390,7079,485,4
684485,423917,7034,4
69232,61746,8257,3
997380,506118,2870,3
1365487,256814,17615,3
859408,27234,285,5
785831,461969,1723,3
135399,77045,19840,2
197264,123294,17587,4
532322,355507,111,5
1720104,211335,318,4
1492264,125506,373,4
1008099,303712,17998,4
1283562,598512,111,4
1481744,98303,7406,4
146806,10202,172,4
658583,265354,11545,4
48790,25442,881,4
730613,142538,8221,3
1520876,642608,22179,4
1425181,540643,221,3
495106,333871,1409,4
893714,246608,1224,4
987354,111982,97,4
1719475,295777,13539,4
976888,210014,348,3
1584372,39114,2255,4
463566,314272,6169,4
120961,55543,611,5
122717,57215,16778,4
1527800,85495,6455,4
1695630,150174,26175,4
1365460,223611,1496,3
774751,392134,2679,3
1520092,536571,9341,4
713601,434851,9448,4
211954,134433,21235,5
1223923,274498,2451,4
354802,158978,429,4
250567,163691,5700,4
1195178,221660,6345,5
873092,38841,13387,4
1689218,455147,156,4
419681,217778,793,5
1514704,98567,504,3
332988,224958,756,3
1230566,354657,11992,3
963810,523020,14048,5
111529,46806,6138,4
730917,367757,11929,4
577562,380657,2505,4
504630,339518,8398,4
1746688,642859,97,4
354162,240323,4598,4
1143169,554894,536,4
1368737,107287,11088,3
151813,88459,6177,3
1383072,191315,8708,4
1001274,369677,14833,3
760091,452330,7920,5
1687869,665856,21357,4
148008,85534,7851,4
678294,48642,318,4
730973,36885,63,4
944552,517008,369,3
1424582,544794,889,5
520447,241415,5357,4
1785125,129745,4765,3
291117,71299,3,3
1487598,396858,18146,4
561576,908,14614,2
1462277,253922,5612,4
1577759,297086,9959,2
776140,458344,81,4
1463371,536836,6662,4
923815,510342,44,4
947214,501326,9203,2
349305,167450,21030,4
687085,358736,198,4
1345807,611260,285,5
278385,99062,7246,4
582108,359435,520,3
1117135,25341,21723,4
1779405,24591,800,4
1219683,525456,38,5
1367733,554124,8535,4
239720,155452,16766,4
273237,180803,18674,4
1661998,662383,18247,4
352131,10929,364,3
263788,173640,10797,3
1742070,607959,18718,3
1629264,420380,14285,3
826567,223127,49,4
1367989,615582,1371,4
1210773,297654,65,4
1512004,512796,5156,5
561052,298296,17480,5
1400108,621715,16615,3
1364759,311227,15033,4
1332250,608562,1287,3
952041,519386,1863,3
1706188,422206,14218,3
261020,171576,590,4
968663,4939,7798,4
1315474,605063,14424,3
822585,34164,4377,4
542912,328469,2298,3
1724674,135047,1691,5
899810,128135,1952,3
1559579,608227,280,4
263775,173630,235,3
991646,511604,16566,4
1768225,465982,7572,5
677611,421302,12763,3
493400,332834,8418,4
601152,392624,15763,2
1712203,625717,2395,2
1213072,271364,18137,4
806014,469387,24545,4
1158003,336598,264,5
1013963,506576,6121,4
694414,402307,1314,2
1693518,126897,10720,4
712473,434413,5085,3
966434,344106,11455,3
1760488,71170,2434,4
1488979,637467,338,4
1361718,547269,21486,4
1654013,596040,2366,3
1205286,278193,3931,4
1549857,153478,15197,4
13421,8946,4265,3
15851,11375,651,4
360272,190873,13890,1
763379,388112,8567,3
51783,46010,2299,4
589906,324874,1228,4
350224,237481,81,3
1234470,588385,1826,4
321793,216839,19628,4
608701,341644,13275,4
1779882,450380,984,4
861555,371527,1015,3
1793327,679509,4037,3
435139,56059,4208,3
660240,125273,10471,4
977747,527332,98,4
531080,354758,4115,4
1513308,79229,7264,3
607585,159669,326,4
1700233,294095,1555,4
1459654,253315,285,4
457594,176254,9003,3
1452002,484638,2816,4
1301357,160938,20239,4
1794209,25204,19864,3
1057870,221640,144,5
413505,281593,618,4
26097,21500,667,3
964851,482371,1230,5
147817,85391,159,4
736533,443481,13056,4
421104,212664,2658,4
47213,41746,391,4
983803,334558,59,3
1350081,594878,4062,5
1644667,605604,20844,3
490178,256820,14521,4
915094,128955,726,4
987136,262531,14547,3
773407,457304,15955,4
589156,387202,222,4
1457059,11694,5510,3
978612,24,621,5
798914,466813,15949,3
85464,20928,10189,4
1258042,98277,818,4
319499,215143,651,4
638874,406760,102,5
189593,117454,15033,4
1065531,536886,895,4
245704,159992,343,5
836407,480368,6854,4
666372,376534,2191,5
459335,250441,142,4
1441117,322566,99,5
1467680,586324,741,4
491258,331545,4,3
1062491,526657,1781,2
335899,227070,3200,4
266383,175629,1308,4
1542134,219422,13059,3
927381,483905,14499,3
1769843,606852,2742,3
1119524,564430,1488,3
26872,22257,473,4
287982,191862,19370,5
684219,200799,1551,4
526073,299451,4679,2
86202,40857,9367,3
715446,184089,12569,4
1603609,218724,21029,3
569867,287187,124,3
930594,512566,22632,4
341377,135669,111,5
358070,243068,255,3
970604,525061,50,5
1621661,45294,559,5
1195677,256168,4904,4
12889,8415,5081,4
1702225,343142,15860,3
831781,478704,1812,4
1743284,254071,13391,4
419554,188696,480,5
1243250,590236,10832,4
1165509,496055,1871,4
1215904,135802,7058,3
1054267,548770,1207,5
1425986,94678,9577,3
339050,229341,5417,3
1258255,145759,103,3
986255,497199,2380,3
455597,309219,5993,3
648719,392566,18752,4
282015,187382,13087,5
1415403,33139,255,4
1579681,283227,21766,4
836793,480512,455,4
1654071,187626,611,5
485628,328075,620,4
1029766,19368,2535,4
224716,32495,8391,3
448502,251491,1192,5
874554,457440,264,4
15155,10680,6159,4
856180,487408,21720,4
250048,92451,272,5
1207201,582528,14734,3
559854,287941,6034,4
858506,362700,6882,3
350231,237486,1663,4
517874,278126,8922,5
785146,461711,20999,4
405221,198848,11863,5
342590,13118,1014,4
1664257,61371,326,5
1148886,298610,4327,3
808108,437511,13570,4
383052,260662,9126,4
433666,295046,27,4
1445071,629952,16862,3
1289618,599768,1034,4
894116,500548,1826,3
1346316,306940,4319,4
1320982,606226,157,4
1067820,238811,69,4
1123696,436129,18922,3
939177,253458,285,5
1743794,463640,264,5
396408,182069,250,4
1273966,596498,111,4
526468,311385,1060,4
684151,423783,551,4
1053154,205605,24490,3
1729230,671206,12445,3
682411,423112,5939,5
871080,221518,111,4
799951,467201,618,4
1651642,341820,20949,3
1573003,236007,21717,4
321635,216721,256,4
1467982,137774,3322,4
248496,162104,2196,2
1017367,249652,198,5
94356,48252,7284,4
1115009,511622,222,4
1308679,474593,4044,3
1565766,178124,21232,4
1467266,198653,425,3
526860,278865,8676,2
443665,211720,19031,3
1759503,297000,5790,4
875950,458834,138,5
1201171,480003,2459,3
1583041,633365,16159,4
1428079,626854,8149,3
1019029,69581,1675,3
702559,170173,609,4
1084791,378404,195,2
170503,102836,195,4
1411267,623768,1079,3
636307,405730,20500,3
1289644,24642,368,4
1156516,572013,129,4
1758542,541937,2278,3
1457401,83133,13783,3
1059158,454980,326,5
247147,161075,15327,4
202720,127433,23136,4
418313,238029,2672,3
931743,261146,2690,3
1525596,445307,256,3
306596,205657,9105,4
102107,55325,15580,4
469382,317962,306,4
314468,211385,24111,4
917439,456597,429,3
1524974,643246,65,4
1709516,531312,2995,4
1490836,381416,7109,4
653635,258524,14926,4
866564,454207,919,5
10653,6179,449,4
1063597,116170,8638,3
1288788,48557,7992,3
1163390,573462,1700,3
1620679,55431,6306,3
981465,25607,12703,1
65398,58402,11817,3
202008,126888,278,4
788464,462941,3657,5
69296,61801,12926,5
569695,376192,12879,2
1189929,327450,90,5
1598078,165279,551,5
977752,527334,22251,4
902392,40630,38,4
1152529,157570,3175,2
1467582,94156,1035,5
1036490,143070,16033,3
1505608,624499,5840,4
1758226,232457,22359,4
322474,162215,1875,4
374972,254998,57,5
1233070,588084,719,5
1531058,62594,413,3
1359720,55697,3381,3
4964,490,439,3
1689983,54073,21262,2
3962,3962,2689,4
1462822,262638,5610,5
193549,120459,24197,3
1309786,488259,21884,4
1728673,608130,322,4
1208292,466332,20832,4
398027,189621,515,4
763662,142923,4748,5
1036003,137961,2210,4
767616,294131,258,4
131062,64603,8407,4
860495,467205,25900,4
